"carat,""cut"",""color"",""clarity"",""depth"",""table"",""price"",""x"",""y"",""z""";
"0.3,""Ideal"",""E"",""VS1"",60.7,57,911,4.36,4.31,2.63";
"0.72,""Premium"",""G"",""VS2"",62.9,57,2795,5.73,5.65,3.58";
"0.52,""Premium"",""H"",""VVS2"",61.1,59,2246,5.21,5.17,3.17";
"1,""Good"",""D"",""SI1"",64.3,62,4312,6.18,6.13,3.96";
"1.07,""Ideal"",""H"",""SI2"",62.8,56,4899,6.5,6.56,4.1";
"0.47,""Ideal"",""H"",""VS2"",62,54,1006,4.99,5.01,3.1";
"1.52,""Premium"",""G"",""VS1"",61.2,60,14424,7.4,7.37,4.52";
"1.53,""Very";"Good"",""J"",""VS1"",59.5,60,7677,7.55,7.65,4.52"
"2.01,""Fair"",""G"",""SI1"",70.6,64,18574,7.43,6.64,4.69";
"1.04,""Ideal"",""F"",""VS2"",62.1,57,6814,6.53,6.48,4.04";
"0.64,""Ideal"",""I"",""VS1"",60.8,54,1589,5.55,5.6,3.39";
"1.51,""Ideal"",""E"",""SI2"",62.6,53,10147,7.4,7.32,4.61";
"1.58,""Ideal"",""I"",""VS2"",61.4,55,10197,7.49,7.55,4.62";
"1.01,""Fair"",""G"",""VS2"",59.1,56,6271,6.55,6.52,3.86";
"0.41,""Good"",""D"",""SI1"",56.5,63,758,4.98,4.94,2.8";
"1.01,""Premium"",""F"",""SI2"",62.2,59,4497,6.42,6.38,3.98";
"0.5,""Very";"Good"",""F"",""SI1"",62.8,56,1250,5.03,5.06,3.17"
"0.51,""Premium"",""G"",""VVS2"",59.1,59,1974,5.21,5.18,3.07";
"1.01,""Very";"Good"",""G"",""VS1"",63.1,57,5995,6.38,6.33,4.01"
"0.83,""Premium"",""D"",""SI1"",61.3,58,2990,6.03,6,3.69";
"1.25,""Ideal"",""E"",""IF"",61.8,55,16823,6.95,6.9,4.28";
"0.36,""Premium"",""E"",""IF"",59.4,61,1229,4.69,4.61,2.76";
"0.83,""Good"",""H"",""SI2"",63.9,56,2316,5.93,5.99,3.81";
"2.01,""Ideal"",""I"",""SI1"",62.9,57,12717,8.05,7.98,5.04";
"0.9,""Ideal"",""G"",""SI1"",61.9,55,4161,6.18,6.23,3.84";
"2.05,""Very";"Good"",""H"",""SI1"",62.5,57,17811,8.09,8.07,5.05"
"0.91,""Premium"",""E"",""VS1"",62.8,60,4969,6.11,6.08,3.83";
"0.51,""Ideal"",""E"",""VS2"",61.7,54,1656,5.13,5.18,3.18";
"0.41,""Ideal"",""E"",""VVS2"",61.4,53.9,1186,4.79,4.81,2.95";
"0.93,""Very";"Good"",""H"",""VS2"",62.8,59,4351,6.13,6.16,3.86"
"0.41,""Ideal"",""G"",""VS2"",59.8,57,827,4.81,4.85,2.89";
"0.54,""Very";"Good"",""H"",""VVS1"",62,57,1846,5.2,5.25,3.24"
"1.01,""Premium"",""H"",""I1"",58.4,60,2206,6.53,6.48,3.8";
"0.43,""Very";"Good"",""G"",""VS1"",58.4,60,817,4.95,4.98,2.9"
"0.5,""Ideal"",""D"",""VS2"",62.5,54,1845,5.09,5.05,3.17";
"1.54,""Premium"",""F"",""SI1"",60.9,59,11790,7.46,7.56,4.57";
"0.4,""Ideal"",""G"",""VVS1"",60.8,57,1097,4.78,4.81,2.91";
